2025-07-11 18:03:07,238:INFO:Connecting to 149.154.167.51:443/TcpFull...
2025-07-11 18:03:10,632:INFO:Connection to 149.154.167.51:443/TcpFull complete!
2025-07-11 18:03:32,869:INFO:Phone migrated to 4
2025-07-11 18:03:32,997:INFO:Reconnecting to new data center 4
2025-07-11 18:03:33,276:INFO:Disconnecting from 149.154.167.51:443/TcpFull...
2025-07-11 18:03:33,278:INFO:Disconnection from 149.154.167.51:443/TcpFull complete!
2025-07-11 18:03:33,279:INFO:Connecting to 149.154.167.92:443/TcpFull...
2025-07-11 18:03:35,156:INFO:Connection to 149.154.167.92:443/TcpFull complete!
2025-07-11 18:06:45,486:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:47,986:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:48,750:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:49,315:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:50,023:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:50,860:INFO:\u2705 Saved 76 messages from https://t.me/CheMed123 to data/raw/telegram_messages\2025-07-11\CheMed123.json
2025-07-11 18:06:52,162:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:53,647:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:55,438:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:56,441:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:58,118:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:59,262:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:06:59,741:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:00,844:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:03,563:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:07,169:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:07,980:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:08,547:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:09,039:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:10,533:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:11,000:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:11,410:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:11,961:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:13,041:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:14,446:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:15,716:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:17,519:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:18,036:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:20,339:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:21,891:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:23,399:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:24,967:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:26,512:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:28,450:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:29,043:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:31,163:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:32,581:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:33,043:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:34,268:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:35,459:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:36,827:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:37,621:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:38,155:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:41,662:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:44,717:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:45,039:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:46,670:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:47,197:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:49,375:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:51,083:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:51,900:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:53,938:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:54,638:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:57,000:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:07:59,813:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:00,233:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:01,868:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:03,199:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:06,483:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:07,419:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:08,661:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:09,515:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:10,180:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:11,501:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:12,052:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:13,470:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:14,871:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:16,471:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:16,870:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:17,281:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:18,411:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:20,027:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:21,312:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:22,682:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:24,240:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:25,857:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:27,537:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:29,076:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:30,937:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:32,774:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:34,346:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:34,838:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:35,383:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:36,222:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:36,851:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:38,061:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:39,090:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:39,817:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:40,361:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:41,690:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:43,440:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:45,224:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:46,309:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:49,774:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:50,631:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:51,138:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:51,672:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:52,470:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:53,268:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:53,828:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:56,234:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:56,891:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:58,526:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:58,945:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:08:59,669:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:01,329:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:02,023:INFO:\u2705 Saved 100 messages from https://t.me/lobelia4cosmetics to data/raw/telegram_messages\2025-07-11\lobelia4cosmetics.json
2025-07-11 18:09:03,458:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:04,875:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:05,904:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:06,914:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:09,046:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:10,274:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:12,772:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:14,510:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:14,819:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:17,642:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:19,551:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:22,451:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:22,990:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:23,731:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:24,828:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:26,002:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:27,292:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:28,329:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:30,355:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:31,415:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:33,985:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:36,157:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:38,406:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:39,298:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:42,099:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:44,186:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:45,287:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:46,091:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:46,516:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:47,329:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:48,089:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:49,135:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:49,665:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:52,154:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:54,368:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:55,188:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:58,599:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:09:59,425:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:10:02,683:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:10:03,777:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:10:04,385:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:10:05,506:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:10:08,808:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:10:12,041:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:10:12,536:INFO:Starting direct file download in chunks of 131072 at 0, stride 131072
2025-07-11 18:10:13,530:INFO:\u2705 Saved 100 messages from https://t.me/tikvahpharma to data/raw/telegram_messages\2025-07-11\tikvahpharma.json
2025-07-11 18:10:13,531:INFO:Disconnecting from 149.154.167.92:443/TcpFull...
2025-07-11 18:10:13,532:INFO:Disconnection from 149.154.167.92:443/TcpFull complete!
